governance_id,csv_path,owning_area,owning_role,asset_class,plane1_validator,plane1_in_validate_hlk,plane2_mirror_table,plane2_sync_policy,plane2_emit_profile,plane2_workflow_paths,precedence_registered,canonical_registry_id,mirror_ddl_migration,enum_parity_required,delete_reconcile_pk,last_review,last_review_decision_id,status,notes
gov_people_compliance_capability_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CAPABILITY_REGISTRY.csv,people_compliance,System Owner,compliance_mirror,validate_capability_registry.py,true,,git_only,gap_splice,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CAPABILITY_REGISTRY.csv,false,,,false,capability_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_capability_alpha_crosswalk,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CAPABILITY_ALPHA_CROSSWALK.csv,people_compliance,System Owner,git_only,validate_capability_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CAPABILITY_ALPHA_CROSSWALK.csv,false,,,false,crosswalk_id,2026-06-15,D-IH-76-Q,active,
gov_people_compliance_channel_touchpoint_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CHANNEL_TOUCHPOINT_REGISTRY.csv,people_compliance,Compliance,compliance_mirror,validate_channel_touchpoint_registry.py,true,compliance.channel_touchpoint_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/CHANNEL_TOUCHPOINT_REGISTRY.csv,true,channel_touchpoint_registry,,true,channel_touchpoint_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_component_primitive_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/COMPONENT_PRIMITIVE_REGISTRY.csv,people_compliance,System Owner,compliance_mirror,validate_output_architecture_registries.py,true,compliance.component_primitive_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/COMPONENT_PRIMITIVE_REGISTRY.csv,false,,,true,component_primitive_code,2026-06-09,D-IH-95-B,active,P95-GOV-5 main-bundle promotion
gov_people_compliance_country_work_calendar,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/COUNTRY_WORK_CALENDAR.csv,people_compliance,Compliance,compliance_mirror,validate_compliance_schema_drift.py,true,compliance.country_work_calendar_mirror,active,gap_splice,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/COUNTRY_WORK_CALENDAR.csv,true,country_work_calendar,,true,,2026-06-09,D-IH-95-J,active,Gap-splice OPS-86-15; schema-drift via validate_hlk umbrella
gov_people_compliance_engagement_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/ENGAGEMENT_REGISTRY.csv,people_compliance,PMO,compliance_mirror,validate_mirror_emit_contract.py,true,compliance.engagement_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/ENGAGEMENT_REGISTRY.csv,true,engagement_registry,,true,engagement_id,2026-06-09,D-IH-95-J,active,P95-GOV-5 emit + P95-GOV-6 plane1 hardening
gov_people_compliance_goi_poi_register,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/GOI_POI_REGISTER.csv,people_compliance,Compliance,compliance_mirror,validate_goipoi_register.py,true,compliance.goipoi_register_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/GOI_POI_REGISTER.csv,true,goi_poi_register,,true,goi_poi_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_knowledge_pairing_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/KNOWLEDGE_PAIRING_REGISTRY.csv,people_compliance,System Owner,git_only,validate_knowledge_pairing_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/KNOWLEDGE_PAIRING_REGISTRY.csv,false,,,false,knowledge_pairing_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_madeira_aic_per_task_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/MADEIRA_AIC_PER_TASK_REGISTRY.csv,people_compliance,System Owner,git_only,validate_madeira_aic_per_task.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/MADEIRA_AIC_PER_TASK_REGISTRY.csv,false,,,false,madeira_aic_per_task_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_output_type_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/OUTPUT_TYPE_REGISTRY.csv,people_compliance,System Owner,compliance_mirror,validate_output_architecture_registries.py,true,compliance.output_type_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/OUTPUT_TYPE_REGISTRY.csv,false,,,true,output_type_code,2026-06-09,D-IH-95-B,active,P95-GOV-5 main-bundle promotion
gov_people_compliance_people_design_pattern_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PEOPLE_DESIGN_PATTERN_REGISTRY.csv,people_compliance,PMO,compliance_mirror,validate_design_pattern_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PEOPLE_DESIGN_PATTERN_REGISTRY.csv,true,pattern_intent_ranked_regression,,false,people_design_pattern_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_persona_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PERSONA_REGISTRY.csv,people_compliance,Compliance,compliance_mirror,validate_persona_registry.py,true,compliance.persona_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PERSONA_REGISTRY.csv,true,persona_registry,,true,persona_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_persona_scenario_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PERSONA_SCENARIO_REGISTRY.csv,people_compliance,Compliance,compliance_mirror,validate_persona_scenario_registry.py,true,compliance.persona_scenario_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PERSONA_SCENARIO_REGISTRY.csv,true,persona_scenario_registry,,true,persona_scenario_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_poc_to_commercial_map,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/POC_TO_COMMERCIAL_MAP.csv,people_compliance,Compliance,git_only,validate_capability_registry.py,true,compliance.poc_to_commercial_map_mirror,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/POC_TO_COMMERCIAL_MAP.csv,false,poc_to_commercial_map,,false,,2026-06-09,D-IH-95-B,active,Partial PRECEDENCE; via capability/use-case
gov_people_compliance_policy_register,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/POLICY_REGISTER.csv,people_compliance,Compliance,compliance_mirror,validate_policy_register.py,true,compliance.policy_register_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/POLICY_REGISTER.csv,true,policy_register,,true,policy_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_program_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PROGRAM_REGISTRY.csv,people_compliance,Compliance,compliance_mirror,validate_program_registry.py,true,compliance.program_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PROGRAM_REGISTRY.csv,true,program_registry,,true,program_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_skill_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/SKILL_REGISTRY.csv,people_compliance,Compliance,compliance_mirror,validate_skill_registry.py,true,compliance.skill_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/SKILL_REGISTRY.csv,true,skill_registry,,true,skill_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_sourcing_register,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/SOURCING_REGISTER.csv,people_compliance,Compliance,compliance_mirror,validate_sourcing_register.py,true,compliance.sourcing_register_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/SOURCING_REGISTER.csv,true,sourcing_register,,true,sourcing_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_substrate_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/SUBSTRATE_REGISTRY.csv,people_compliance,System Owner,compliance_mirror,validate_substrate_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/SUBSTRATE_REGISTRY.csv,false,,,false,substrate_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_topic_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/TOPIC_REGISTRY.csv,people_compliance,Compliance,compliance_mirror,validate_topic_registry.py,true,compliance.topic_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/TOPIC_REGISTRY.csv,true,topic_registry,,true,topic_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_touchpoint_kit_cell_registry,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/TOUCHPOINT_KIT_CELL_REGISTRY.csv,people_compliance,Compliance,compliance_mirror,validate_touchpoint_kit_cells.py,true,compliance.touchpoint_kit_cell_registry_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/TOUCHPOINT_KIT_CELL_REGISTRY.csv,true,touchpoint_kit_cell_registry,,true,touchpoint_kit_cell_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_use_case_archive,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/USE_CASE_ARCHIVE.csv,people_compliance,System Owner,git_only,validate_use_case_archive.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/USE_CASE_ARCHIVE.csv,false,,,false,,2026-06-09,D-IH-95-B,active,
gov_people_compliance_finops_counterparty_register,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/finops/FINOPS_COUNTERPARTY_REGISTER.csv,people_compliance,Compliance,finops_mirror,validate_finops_counterparty_register.py,true,compliance.finops_counterparty_register_mirror,forward_charter,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/finops/FINOPS_COUNTERPARTY_REGISTER.csv,true,finops_counterparty_register,,false,finops_counterparty_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_process_list,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv,People_Compliance,Compliance,compliance_mirror,validate_hlk.py,true,compliance.process_list_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/process_list.csv,true,process_list,,true,item_id,2026-06-09,D-IH-95-B,active,
gov_people_compliance_component_service_matrix,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/techops/COMPONENT_SERVICE_MATRIX.csv,people_compliance,Compliance,compliance_mirror,validate_component_service_matrix.py,true,compliance.component_service_matrix_mirror,active,main,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/techops/COMPONENT_SERVICE_MATRIX.csv,true,component_service_matrix,20260609120300_p95_gov7_component_service_matrix_mirror.sql,true,component_id,2026-06-09,D-IH-95-B,active,P95-GOV-7 DDL+emit wired
gov_people_learning_learning_ops_backlog,docs/references/hlk/v3.0/Admin/O5-1/People/Learning/canonicals/dimensions/LEARNING_OPS_BACKLOG.csv,People_Learning,Learning Lead,git_only,validate_learning_ops_backlog.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/People/Learning/canonicals/dimensions/LEARNING_OPS_BACKLOG.csv,true,learning_ops_backlog,,false,,2026-06-09,D-IH-95-B,active,P95-GOV-4 validator + index backfill complete
gov_people_people_operations_collaborator_market_rate_reference,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/COLLABORATOR_MARKET_RATE_REFERENCE.csv,People_People_Operations,System Owner,compliance_mirror,validate_collaborator_share.py,true,,git_only,scoped_flag,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/COLLABORATOR_MARKET_RATE_REFERENCE.csv,false,,,false,,2026-06-09,D-IH-95-B,active,
gov_people_people_operations_collaborator_rate_overrides,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/COLLABORATOR_RATE_OVERRIDES.csv,People_People_Operations,System Owner,compliance_mirror,validate_collaborator_share.py,true,,git_only,scoped_flag,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/COLLABORATOR_RATE_OVERRIDES.csv,false,,,false,,2026-06-09,D-IH-95-B,active,
gov_people_people_operations_collaborator_share_registry,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/COLLABORATOR_SHARE_REGISTRY.csv,People_People_Operations,System Owner,compliance_mirror,validate_collaborator_share.py,true,,git_only,scoped_flag,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/COLLABORATOR_SHARE_REGISTRY.csv,false,,,false,collaborator_share_id,2026-06-09,D-IH-95-B,active,
gov_people_people_operations_engagement_model_registry,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/ENGAGEMENT_MODEL_REGISTRY.csv,People_People_Operations,People Operations,compliance_mirror,validate_engagement_model_registry.py,true,,git_only,scoped_flag,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/ENGAGEMENT_MODEL_REGISTRY.csv,false,,,false,engagement_model_id,2026-06-09,D-IH-95-B,active,
gov_people_people_operations_holistika_vendor_services_billed,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/HOLISTIKA_VENDOR_SERVICES_BILLED.csv,People_People_Operations,System Owner,compliance_mirror,validate_collaborator_share.py,true,,git_only,scoped_flag,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/HOLISTIKA_VENDOR_SERVICES_BILLED.csv,false,,,false,,2026-06-09,D-IH-95-B,active,
gov_people_people_operations_partner_overlap_exclusion_clauses,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/PARTNER_OVERLAP_EXCLUSION_CLAUSES.csv,People_People_Operations,System Owner,compliance_mirror,validate_collaborator_share.py,true,,git_only,scoped_flag,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/PARTNER_OVERLAP_EXCLUSION_CLAUSES.csv,false,,,false,,2026-06-09,D-IH-95-B,active,
gov_research_intelligence_intelligenceops_register,docs/references/hlk/v3.0/Research/Intelligence/canonicals/dimensions/INTELLIGENCEOPS_REGISTER.csv,Research_Intelligence,Holistik Researcher,compliance_mirror,validate_intelligenceops_register.py,true,compliance.intelligenceops_register_mirror,active,main,docs/references/hlk/v3.0/Research/Intelligence/canonicals/dimensions/INTELLIGENCEOPS_REGISTER.csv,true,intelligenceops_register,,true,intelligenceops_id,2026-06-09,D-IH-95-B,active,
gov_envoy_tech_lab_rendering_pipeline_registry,docs/references/hlk/v3.0/Envoy Tech Lab/canonicals/dimensions/RENDERING_PIPELINE_REGISTRY.csv,Envoy_Tech_Lab,System Owner,git_only,validate_rendering_pipeline_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Envoy Tech Lab/canonicals/dimensions/RENDERING_PIPELINE_REGISTRY.csv,true,rendering_pipeline_registry,,false,rendering_pipeline_id,2026-06-09,D-IH-95-B,active,Non-O5-1 path split; P95-GOV-2 index backfill complete
gov_tech_system_owner_component_module_registry,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/COMPONENT_MODULE_REGISTRY.csv,Tech,System Owner,git_only,validate_component_module_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/COMPONENT_MODULE_REGISTRY.csv,true,component_module_registry,,false,module_id,2026-06-14,D-IH-100-A,active,I100 P1 — 110 matrix FK rows D0-D3
gov_tech_system_owner_vercel_project_settings_registry,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/VERCEL_PROJECT_SETTINGS_REGISTRY.csv,Tech,System Owner,git_only,validate_lab_platform_registries.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/VERCEL_PROJECT_SETTINGS_REGISTRY.csv,true,vercel_project_settings_registry,,false,setting_id,2026-06-14,D-IH-100-B,active,I100 Wave-1
gov_tech_system_owner_cloudflare_zone_surface_registry,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/CLOUDFLARE_ZONE_SURFACE_REGISTRY.csv,Tech,System Owner,git_only,validate_lab_platform_registries.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/CLOUDFLARE_ZONE_SURFACE_REGISTRY.csv,true,cloudflare_zone_surface_registry,,false,surface_id,2026-06-14,D-IH-100-B,active,I100 Wave-1
gov_tech_system_owner_github_repo_ci_posture_registry,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/GITHUB_REPO_CI_POSTURE_REGISTRY.csv,Tech,System Owner,git_only,validate_lab_platform_registries.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/GITHUB_REPO_CI_POSTURE_REGISTRY.csv,true,github_repo_ci_posture_registry,,false,posture_id,2026-06-14,D-IH-100-B,active,I100 Wave-1
gov_tech_system_owner_sentry_project_posture_registry,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/SENTRY_PROJECT_POSTURE_REGISTRY.csv,Tech,System Owner,git_only,validate_lab_platform_registries.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/SENTRY_PROJECT_POSTURE_REGISTRY.csv,true,sentry_project_posture_registry,,false,posture_id,2026-06-14,D-IH-100-A,active,I100 Wave-2
gov_tech_system_owner_langfuse_project_posture_registry,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/LANGFUSE_PROJECT_POSTURE_REGISTRY.csv,Tech,System Owner,git_only,validate_lab_platform_registries.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/LANGFUSE_PROJECT_POSTURE_REGISTRY.csv,true,langfuse_project_posture_registry,,false,posture_id,2026-06-14,D-IH-100-A,active,I100 Wave-2
gov_tech_system_owner_stripe_integration_posture_registry,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/STRIPE_INTEGRATION_POSTURE_REGISTRY.csv,Tech,System Owner,git_only,validate_lab_platform_registries.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/STRIPE_INTEGRATION_POSTURE_REGISTRY.csv,true,stripe_integration_posture_registry,,false,posture_id,2026-06-14,D-IH-100-A,active,I100 Wave-2 FINOPS-linked
gov_tech_system_owner_make_scenario_posture_registry,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/MAKE_SCENARIO_POSTURE_REGISTRY.csv,Tech,System Owner,git_only,validate_lab_platform_registries.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/MAKE_SCENARIO_POSTURE_REGISTRY.csv,true,make_scenario_posture_registry,,false,posture_id,2026-06-14,D-IH-100-A,active,I100 Wave-2 RPA
gov_tech_system_owner_n8n_workflow_posture_registry,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/N8N_WORKFLOW_POSTURE_REGISTRY.csv,Tech,System Owner,git_only,validate_lab_platform_registries.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/N8N_WORKFLOW_POSTURE_REGISTRY.csv,true,n8n_workflow_posture_registry,,false,posture_id,2026-06-14,D-IH-100-A,active,I100 Wave-2 RPA
gov_tech_system_owner_render_service_posture_registry,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/RENDER_SERVICE_POSTURE_REGISTRY.csv,Tech,System Owner,git_only,validate_lab_platform_registries.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/RENDER_SERVICE_POSTURE_REGISTRY.csv,true,render_service_posture_registry,,false,posture_id,2026-06-14,D-IH-100-A,active,I100 Wave-2 scaffold
gov_data_governance_evidence_class_registry,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/dimensions/EVIDENCE_CLASS_REGISTRY.csv,Data_Governance,Data Governance Office,git_only,validate_evidence_class_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/dimensions/EVIDENCE_CLASS_REGISTRY.csv,true,evidence_class_registry,,false,binding_id,2026-06-14,D-IH-90-AF,active,I90 singularity tranche Data SSOT path; PMO contract owner
gov_data_governance_proof_adapter_registry,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/dimensions/PROOF_ADAPTER_REGISTRY.csv,Data_Governance,Data Governance Office,git_only,validate_evidence_class_registry.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/dimensions/PROOF_ADAPTER_REGISTRY.csv,true,proof_adapter_registry,,false,adapter_id,2026-06-14,D-IH-90-AF,active,PAD-001..005 extensibility
gov_tech_system_owner_lab_platform_dimension_registry,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/LAB_PLATFORM_DIMENSION_REGISTRY.csv,Tech_SystemOwner,System Owner,git_only,validate_lab_platform_registries.py,true,,git_only,none,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/dimensions/LAB_PLATFORM_DIMENSION_REGISTRY.csv,true,lab_platform_dimension_registry,,false,dimension_id,2026-06-14,D-IH-100-I,planned,I100 harmonization charter seeds
